workout_date,class_time,studio,coach,splat_points,calories,avg_hr,peak_hr,avg_pct_max_hr,peak_pct_max_hr,zone_gray_min,zone_blue_min,zone_green_min,zone_orange_min,zone_red_min,steps,class_type,template,is_forward,source_file,email_date_utc,note
2022-11-27,8:15 AM,"Tenleytown, DC",Travis,17,714,131,178.0,71.0,96.0,17,14,9,10,7,,,2019+,False,otf_only.mbox,2022-11-27T14:12:59+00:00,
2022-12-01,7:10 AM,"Tenleytown, DC",Julie,14,668,123,181.0,66.0,98.0,23,12,9,11,3,,,2019+,False,otf_only.mbox,2022-12-01T13:08:42+00:00,
2022-12-03,8:15 AM,"Tenleytown, DC",Joanna,19,794,139,174.0,75.0,94.0,7,11,20,17,2,,,2019+,False,otf_only.mbox,2022-12-03T14:12:59+00:00,
2022-12-04,8:15 AM,"Tenleytown, DC",Travis,24,848,146,181.0,79.0,98.0,3,10,19,16,8,,,2019+,False,otf_only.mbox,2022-12-04T14:12:55+00:00,
2022-12-06,4:15 PM,"Tenleytown, DC",Joanna,15,762,138,178.0,75.0,96.0,5,17,17,10,5,,,2019+,False,otf_only.mbox,2022-12-06T22:13:00+00:00,
2022-12-08,4:15 PM,"Tenleytown, DC",Genna,16,809,137,181.0,74.0,98.0,8,18,19,14,2,,,2019+,False,otf_only.mbox,2022-12-08T22:17:51+00:00,
2022-12-10,9:30 AM,"Tenleytown, DC",Joanna,29,841,146,183.0,79.0,99.0,8,5,14,19,10,,,2019+,False,otf_only.mbox,2022-12-10T15:31:25+00:00,
2022-12-11,8:15 AM,"Tenleytown, DC",Travis,8,736,131,175.0,71.0,95.0,15,10,25,7,1,,,2019+,False,otf_only.mbox,2022-12-11T14:13:12+00:00,
2022-12-13,7:10 AM,"Tenleytown, DC",Genna,13,766,132,180.0,71.0,97.0,14,15,18,9,4,,,2019+,False,otf_only.mbox,2022-12-13T13:13:30+00:00,
2022-12-15,7:10 AM,"Tenleytown, DC",Julie,8,648,122,189.0,66.0,102.0,19,19,13,2,6,,,2019+,False,otf_only.mbox,2022-12-15T13:09:20+00:00,
2022-12-17,9:30 AM,"Tenleytown, DC",Joanna,13,705,133,184.0,72.0,99.0,16,7,17,7,6,,,2019+,False,otf_only.mbox,2022-12-17T15:28:09+00:00,
2022-12-20,7:10 AM,"Tenleytown, DC",Genna,22,895,146,188.0,,,4,9,25,13,9,4179.0,,2019+,False,otf_only.mbox,2022-12-20T13:09:24+00:00,
2022-12-22,8:25 AM,"Tenleytown, DC",Anna,33,881,152,177.0,82.0,96.0,3,4,17,30,3,,,2019+,False,otf_only.mbox,2022-12-22T14:23:04+00:00,
2022-12-24,8:15 AM,"Tenleytown, DC",Joanna,15,801,140,180.0,74.0,95.0,11,10,24,11,4,,,2019+,False,otf_only.mbox,2022-12-24T14:15:58+00:00,
2022-12-29,7:10 AM,"Tenleytown, DC",Julie,29,906,148,175.0,80.0,94.0,4,6,20,28,1,,,2019+,False,otf_only.mbox,2022-12-29T13:12:52+00:00,
2022-12-31,8:15 AM,"Tenleytown, DC",Joanna,13,709,130,171.0,70.0,92.0,19,8,17,13,0,,,2019+,False,otf_only.mbox,2022-12-31T14:13:09+00:00,
2023-01-01,9:30 AM,"Tenleytown, DC",Genna,18,812,141,178.0,76.0,96.0,8,12,19,12,6,,,2019+,False,otf_only.mbox,2023-01-01T15:28:05+00:00,
2023-01-03,5:30 PM,"Tenleytown, DC",Joanna,16,789,133,175.0,70.0,93.0,15,15,15,15,1,,,2019+,False,otf_only.mbox,2023-01-03T23:31:03+00:00,
2023-01-05,7:10 AM,"Tenleytown, DC",Julie,15,796,135,180.0,73.0,97.0,12,15,18,10,5,,,2019+,False,otf_only.mbox,2023-01-05T13:09:51+00:00,
2023-01-07,8:15 AM,"Tenleytown, DC",Joanna,3,668,122,172.0,65.0,92.0,23,11,21,3,0,,,2019+,False,otf_only.mbox,2023-01-07T14:15:11+00:00,
2023-01-10,7:10 AM,"Tenleytown, DC",Genna,14,801,141,181.0,75.0,97.0,4,14,25,12,2,,,2019+,False,otf_only.mbox,2023-01-10T13:07:56+00:00,
2023-01-12,5:30 PM,"Tenleytown, DC",Genna,20,848,143,182.0,76.0,97.0,8,9,22,16,4,,,2019+,False,otf_only.mbox,2023-01-12T23:29:32+00:00,
2023-01-14,8:15 AM,"Tenleytown, DC",Joanna,17,755,135,175.0,,,15,7,17,16,1,4227.0,,2019+,False,otf_only.mbox,2023-01-14T14:12:54+00:00,
2023-01-15,9:30 AM,"Tenleytown, DC",Travis,13,794,140,182.0,,,7,11,26,11,2,1337.0,,2019+,False,otf_only.mbox,2023-01-15T15:28:37+00:00,
2023-01-17,7:10 AM,"Tenleytown, DC",Genna,14,760,138,174.0,,,8,11,21,13,1,3392.0,,2019+,False,otf_only.mbox,2023-01-17T13:07:44+00:00,
2023-01-26,8:25 AM,"Tenleytown, DC",Joanna,21,795,134,182.0,,,22,11,6,13,8,1648.0,,2019+,False,otf_only.mbox,2023-01-26T14:27:51+00:00,
2023-01-28,9:30 AM,"Tenleytown, DC",Joanna,20,867,143,181.0,,,5,15,18,19,1,3008.0,,2019+,False,otf_only.mbox,2023-01-28T15:32:56+00:00,
2023-01-31,4:15 PM,"Tenleytown, DC",Joanna,30,954,154,192.0,,,4,6,18,18,12,3990.0,,2019+,False,otf_only.mbox,2023-01-31T22:15:08+00:00,
2023-02-02,7:10 AM,"Tenleytown, DC",Julie,6,698,127,175.0,,,21,17,14,6,0,2780.0,,2019+,False,otf_only.mbox,2023-02-02T13:07:56+00:00,
2023-02-05,8:15 AM,"Tenleytown, DC",Travis,15,799,137,182.0,,,15,8,20,14,1,2832.0,,2019+,False,otf_only.mbox,2023-02-05T14:14:15+00:00,
2023-02-07,7:10 AM,"Tenleytown, DC",Genna,21,903,148,177.0,,,5,8,24,21,0,4700.0,,2019+,False,otf_only.mbox,2023-02-07T13:12:48+00:00,
2023-02-09,7:10 AM,"Tenleytown, DC",Julie,13,748,131,183.0,,,22,10,14,11,2,4181.0,,2019+,False,otf_only.mbox,2023-02-09T13:12:53+00:00,
2023-02-12,9:30 AM,"Tenleytown, DC",Travis,15,837,140,180.0,,,11,11,23,13,2,3386.0,,2019+,False,otf_only.mbox,2023-02-12T15:29:18+00:00,
2023-02-14,7:10 AM,"Tenleytown, DC",Genna,24,853,150,179.0,,,6,6,18,24,0,4576.0,,2019+,False,otf_only.mbox,2023-02-14T13:07:45+00:00,
2023-02-16,7:10 AM,"Tenleytown, DC",Julie,14,808,139,186.0,,,10,15,18,12,2,4065.0,,2019+,False,otf_only.mbox,2023-02-16T13:08:18+00:00,
2023-02-25,8:05 AM,"Tenleytown, DC",Joanna,16,881,144,182.0,,,4,13,27,15,1,2967.0,,2019+,False,otf_only.mbox,2023-02-25T14:07:49+00:00,
2023-02-26,8:05 AM,"Tenleytown, DC",Travis,15,790,136,181.0,,,18,9,16,13,2,2806.0,,2019+,False,otf_only.mbox,2023-02-26T14:07:52+00:00,
2023-02-28,7:10 AM,"Tenleytown, DC",Genna,23,898,151,183.0,,,5,6,22,21,2,3992.0,,2019+,False,otf_only.mbox,2023-02-28T13:12:48+00:00,
2023-03-02,8:15 AM,"Tenleytown, DC",Joanna,16,820,141,188.0,,,11,14,15,10,6,4009.0,,2019+,False,otf_only.mbox,2023-03-02T14:13:59+00:00,
2023-03-06,7:10 AM,"Tenleytown, DC",Travis,18,817,143,185.0,,,8,12,19,14,4,4095.0,,2019+,False,otf_only.mbox,2023-03-06T13:07:53+00:00,
2023-03-07,5:20 PM,"Tenleytown, DC",Joanna,6,754,132,176.0,,,16,13,23,6,0,4264.0,,2019+,False,otf_only.mbox,2023-03-07T23:22:50+00:00,
2023-03-12,9:10 AM,"Tenleytown, DC",Travis,9,810,145,174.0,,,5,8,32,9,0,3483.0,,2019+,False,otf_only.mbox,2023-03-12T14:07:49+00:00,
2023-03-14,7:10 AM,"Tenleytown, DC",Jackie,17,751,134,182.0,,,21,8,11,15,2,4272.0,,2019+,False,otf_only.mbox,2023-03-14T12:07:55+00:00,
2023-03-16,7:10 AM,"Tenleytown, DC",Julie,19,945,152,185.0,,,2,7,31,16,3,5455.0,,2019+,False,otf_only.mbox,2023-03-16T12:12:50+00:00,
2023-03-18,9:10 AM,"Tenleytown, DC",Joanna,12,845,138,179.0,,,10,13,25,12,0,3155.0,,2019+,False,otf_only.mbox,2023-03-18T14:12:51+00:00,
2023-03-19,9:10 AM,"Tenleytown, DC",Travis,19,795,137,182.0,,,19,9,10,16,3,3426.0,,2019+,False,otf_only.mbox,2023-03-19T14:12:51+00:00,
2023-03-21,8:15 AM,"Tenleytown, DC",Julie,10,798,139,177.0,,,10,15,24,9,1,2690.0,,2019+,False,otf_only.mbox,2023-03-21T13:14:40+00:00,
2023-03-23,7:10 AM,"Tenleytown, DC",Julie,16,848,148,182.0,,,3,10,27,14,2,4607.0,,2019+,False,otf_only.mbox,2023-03-23T12:07:54+00:00,
2023-03-25,9:10 AM,"Tenleytown, DC",Joanna,5,740,125,177.0,,,30,7,19,5,0,3021.0,,2019+,False,otf_only.mbox,2023-03-25T14:13:47+00:00,
2023-03-26,9:10 AM,"Tenleytown, DC",Travis,13,822,140,177.0,,,9,16,21,13,0,3738.0,,2019+,False,otf_only.mbox,2023-03-26T14:12:47+00:00,
2023-03-28,7:10 AM,"Tenleytown, DC",Genna,8,859,143,175.0,,,4,10,36,8,0,4951.0,,2019+,False,otf_only.mbox,2023-03-28T12:12:49+00:00,
2023-03-29,4:15 PM,"Tenleytown, DC",Anna,28,933,156,182.0,,,2,5,21,25,3,5049.0,,2019+,False,otf_only.mbox,2023-03-29T21:14:18+00:00,
2023-04-01,8:05 AM,"Tenleytown, DC",Travis,14,799,137,181.0,,,16,10,18,13,1,4382.0,,2019+,False,otf_only.mbox,2023-04-01T13:07:52+00:00,
2023-04-02,8:05 AM,"Tenleytown, DC",Travis,1,674,127,174.0,,,18,14,22,1,0,3864.0,,2019+,False,otf_only.mbox,2023-04-02T13:00:35+00:00,Last regular class before sesamoid fracture (late April 2023)
2023-09-10,11:20 AM,"Tenleytown, DC",Joanna,9,684,137,179.0,,,9,15,16,8,1,350.0,,2019+,False,otf_only.mbox,2023-09-10T16:12:47+00:00,Final class: return test after sesamoid fracture; decided to move on from OTF
